index,cis
2999,5.3
3000,3.2
3001,3.0
3002,3.1
3003,2.5
3004,3.0
3005,2.4
3006,3.5
3007,4.8
3008,4.1
3009,3.7
3010,6.1
3011,3.8
3012,4.8
3013,5.0
3014,3.7
3015,3.0
3016,5.2
3017,3.7
3018,2.6
3019,4.5
3020,3.4
3021,3.2
3022,2.9
3023,3.2
3024,4.2
3025,4.3
3026,3.5
3027,4.1
3028,3.3
3029,4.2
3030,3.9
3031,3.1
3032,1.8
3033,2.2
3034,3.8
3035,4.5
3036,3.6
3037,3.5
3038,3.4
3039,3.9
3040,2.6
3041,2.7
3042,2.8
3043,3.1
3044,3.3
3045,3.1
3046,5.5
3047,3.5
3048,3.7
3049,4.1
3050,3.2
3051,2.9
3052,4.3
3053,1.8
3054,2.6
3055,2.9
3056,2.7
3057,3.5
3058,2.9
3059,2.5
3060,3.2
3061,2.8
3062,4.0
3063,2.7
3064,3.2
3065,3.5
3066,3.4
3067,3.6
3068,4.2
3069,2.6
3070,5.6
3071,3.4
3072,2.9
3073,3.0
3074,3.4
3075,3.3
3076,2.5
3077,2.7
3078,2.5
3079,3.6
3080,4.3
3081,4.1
3082,3.1
3083,5.3
3084,4.6
3085,1.4
3086,3.7
3087,2.7
3088,3.7
3089,4.6
3090,3.0
3091,3.1
3092,3.8
3093,2.7
3094,3.6
3095,3.1
3096,2.9
3097,2.3
3098,3.2
3099,2.8
3100,3.1
3101,5.8
3102,5.6
3103,3.9
3104,3.1
3105,4.2
3106,2.8
3107,3.1
3108,4.3
3109,3.8
3110,2.4
3111,3.4
3112,3.8
3113,3.4
3114,4.1
3115,3.4
3116,3.2
3117,3.4
3118,3.6
3119,2.6
3120,3.2
3121,2.4
3122,2.7
3123,2.5
3124,3.7
3125,3.7
3126,4.3
3127,3.4
3128,2.8
3129,4.4
3130,4.3
3131,3.1
3132,3.5
3133,1.9
3134,5.5
3135,4.5
3136,4.6
3137,4.3
3138,2.8
3139,2.7
3140,2.7
3141,3.5
3142,3.4
3143,3.4
3144,3.6
3145,2.9
3146,3.1
3147,4.4
3148,4.8
3149,3.3
3150,3.2
3151,2.6
3152,2.5
3153,2.6
3154,2.2
3155,5.8
3156,5.9
3157,3.4
3158,3.0
3159,3.6
3160,2.6
3161,3.9
3162,3.7
3163,2.5
3164,4.3
3165,3.7
3166,3.4
3167,3.9
3168,5.2
3169,3.9
3170,2.8
3171,3.9
3172,4.2
3173,5.7
3174,2.1
3175,2.8
3176,2.7
3177,3.3
3178,4.3
3179,2.4
3180,4.1
3181,2.4
3182,2.7
3183,3.0
3184,3.8
3185,2.8
3186,2.9
3187,2.9
3188,2.2
3189,3.3
3190,3.9
3191,2.7
3192,2.9
3193,3.1
3194,2.3
3195,3.2
3196,2.9
3197,2.7
3198,2.6
3199,4.2
3200,2.4
3201,3.4
3202,1.9
3203,3.5
3204,3.6
3205,4.8
3206,3.3
3207,6.7
3208,2.3
3209,3.4
3210,3.6
3211,2.1
3212,2.7
3213,5.4
3214,3.0
3215,3.0
3216,2.8
3217,4.1
3218,3.3
3219,2.9
3220,2.2
3221,1.7
3222,3.3
3223,4.3
3224,2.1
3225,2.7
3226,2.3
3227,3.5
3228,4.2
3229,4.4
3230,3.1
3231,3.9
3232,1.9
3233,2.7
3234,2.9
3235,4.4
3236,4.0
3237,3.9
3238,3.4
3239,2.6
3240,4.3
3241,4.0
3242,3.1
3243,4.7
3244,2.3
3245,4.2
3246,3.0
3247,2.6
3248,3.0
3249,3.0
3250,6.0
3251,2.4
3252,3.9
3253,2.0
3254,2.8
3255,3.8
3256,3.2
3257,5.3
3258,3.1
3259,3.3
3260,3.5
3261,3.3
3262,2.5
3263,3.4
3264,3.1
3265,4.1
3266,2.7
3267,3.9
3268,4.2
3269,4.1
3270,4.0
3271,3.6
3272,4.2
3273,2.7
3274,2.5
3275,2.8
3276,3.8
3277,1.8
3278,2.6
3279,2.9
3280,4.5
3281,3.2
3282,3.4
3283,3.4
3284,3.5
3285,2.8
3286,3.9
3287,2.2
3288,4.0
3289,2.6
3290,2.7
3291,4.0
3292,1.8
3293,2.3
3294,4.1
3295,2.7
3296,3.5
3297,4.1
3298,2.9
3299,3.1
3300,2.9
3301,3.7
3302,3.2
3303,4.2
3304,2.6
3305,4.3
3306,2.3
3307,2.8
3308,3.4
3309,3.9
3310,3.9
3311,2.4
3312,3.7
3313,4.0
3314,3.2
3315,2.2
3316,2.5
3317,2.6
3318,3.6
3319,3.9
3320,2.2
3321,2.5
3322,3.3
3323,5.2
3324,3.5
3325,3.5
3326,3.4
3327,3.7
3328,3.9
3329,4.3
3330,4.6
3331,5.6
3332,2.4
3333,3.2
3334,3.6
3335,2.8
3336,1.9
3337,3.2
3338,2.9
3339,5.1
3340,3.7
3341,3.4
3342,3.3
3343,2.0
3344,2.7
3345,2.0
3346,6.5
3347,2.7
3348,6.1
3349,6.0
3350,3.1
3351,3.5
3352,2.7
3353,2.8
3354,6.1
3355,1.9
3356,3.4
3357,2.6
3358,2.7
3359,4.1
3360,3.8
3361,3.1
3362,2.8
3363,5.0
3364,3.0
3365,3.0
3366,3.0
3367,3.7
3368,3.0
3369,3.2
3370,4.0
3371,3.0
3372,2.7
3373,3.0
3374,3.3
3375,2.8
3376,4.1
3377,4.2
3378,1.8
3379,3.9
3380,2.1
3381,2.4
3382,3.1
3383,2.9
3384,1.7
3385,3.0
3386,4.5
3387,3.4
3388,5.3
3389,5.5
3390,4.0
3391,1.9
3392,3.0
3393,1.9
3394,3.3
3395,3.3
3396,3.5
3397,2.9
3398,5.7
3399,2.9
3400,2.7
3401,3.6
3402,3.3
3403,3.3
3404,2.9
3405,1.9
3406,3.4
3407,4.7
3408,4.2
3409,3.7
3410,3.7
3411,2.5
3412,2.3
3413,2.0
3414,2.7
3415,3.5
3416,3.7
3417,3.6
3418,3.5
3419,3.6
3420,3.5
3421,2.9
3422,3.1
3423,3.1
3424,3.3
3425,3.6
3426,2.5
3427,2.7
3428,3.9
3429,3.8
3430,3.3
3431,2.9
3432,3.1
3433,2.3
3434,3.8
3435,1.6
3436,4.0
3437,2.7
3438,6.2
3439,6.0
3440,2.8
3441,4.4
3442,3.9
3443,3.2
3444,2.9
3445,2.9
3446,3.0
3447,2.3
3448,3.2
3449,3.0
3450,3.4
3451,3.0
3452,4.1
3453,2.9
3454,3.2
3455,3.7
3456,3.1
3457,2.4
3458,4.2
3459,3.6
3460,5.5
3461,4.1
3462,2.3
3463,4.2
3464,2.6
3465,2.5
3466,2.5
3467,3.5
3468,3.6
3469,3.3
3470,2.6
3471,3.3
3472,3.4
3473,2.4
3474,3.0
3475,3.7
3476,3.0
3477,4.2
3478,3.6
3479,3.3
3480,3.2
3481,3.2
3482,3.5
3483,3.3
3484,4.2
3485,2.7
3486,2.6
3487,2.6
3488,2.2
3489,5.2
3490,3.5
3491,2.5
3492,2.9
3493,2.2
3494,3.8
3495,3.9
3496,2.7
3497,2.4
3498,2.6
3499,5.2
3500,2.3
3501,4.1
3502,4.0
3503,2.7
3504,2.6
3505,4.4
3506,3.1
3507,4.7
3508,3.5
3509,3.2
3510,1.9
3511,3.7
3512,5.5
3513,5.6
3514,3.2
3515,2.7
3516,2.7
3517,4.6
3518,2.4
3519,3.4
3520,2.8
3521,2.2
3522,4.2
3523,3.7
3524,3.4
3525,3.5
3526,3.0
3527,4.1
3528,1.8
3529,2.8
3530,2.6
3531,4.0
3532,2.9
3533,3.2
3534,4.5
3535,2.7
3536,3.7
3537,6.2
3538,3.7
3539,2.7
3540,2.4
3541,2.3
3542,4.0
3543,4.4
3544,3.2
3545,2.3
3546,5.5
3547,2.5
3548,4.9
3549,2.5
3550,3.1
3551,2.5
3552,2.5
3553,3.3
3554,4.8
3555,2.6
3556,2.5
3557,4.9
3558,2.6
3559,3.1
3560,2.1
3561,3.4
3562,2.6
3563,3.4
3564,4.2
3565,3.9
3566,3.5
3567,2.9
3568,3.2
3569,3.6
3570,5.4
3571,2.7
3572,4.2
3573,2.6
3574,3.0
3575,4.0
3576,3.3
3577,4.4
3578,3.5
3579,2.9
3580,3.1
3581,4.1
3582,3.6
3583,4.0
3584,3.6
3585,4.2
3586,3.5
3587,3.1
3588,3.8
3589,3.1
3590,3.8
3591,2.5
3592,2.7
3593,3.7
3594,3.1
3595,2.3
3596,2.9
3597,2.4
3598,2.6
3599,3.7
3600,3.5
3601,3.5
3602,3.9
3603,3.4
3604,3.9
3605,3.4
3606,3.1
3607,3.0
3608,3.2
3609,3.6
3610,4.2
3611,4.6
3612,3.0
3613,2.5
3614,4.2
3615,3.9
3616,3.3
3617,2.2
3618,3.4
3619,3.8
3620,3.9
3621,1.9
3622,2.0
3623,4.0
3624,3.7
3625,4.5
3626,4.2
3627,3.6
3628,2.7
3629,3.0
3630,1.8
3631,3.5
3632,3.9
3633,3.7
3634,2.6
3635,3.5
3636,2.6
3637,4.6
3638,3.8
3639,2.9
3640,3.6
3641,3.9
3642,3.0
3643,2.7
3644,3.8
3645,3.3
3646,2.8
3647,2.7
3648,2.3
3649,3.0
3650,2.9
3651,3.3
3652,6.7
3653,2.5
3654,3.6
3655,2.6
3656,4.4
3657,4.2
3658,4.2
3659,2.6
3660,3.1
3661,3.9
3662,2.5
3663,5.1
3664,2.5
3665,2.6
3666,2.7
3667,3.2
3668,4.6
3669,3.1
3670,2.7
3671,3.3
3672,4.3
3673,2.5
3674,2.6
3675,3.6
3676,3.4
3677,3.8
3678,2.0
3679,2.7
3680,2.8
3681,3.6
3682,3.0
3683,3.3
3684,3.4
3685,6.7
3686,4.3
3687,6.1
3688,3.1
3689,5.0
3690,1.8
3691,3.0
3692,3.0
3693,4.2
3694,4.5
3695,2.8
3696,2.6
3697,3.8
3698,2.5
3699,4.1
3700,3.4
3701,3.7
3702,2.9
3703,3.3
3704,2.7
3705,2.8
3706,3.3
3707,3.4
3708,2.1
3709,2.9
3710,2.8
3711,3.4
3712,2.4
3713,3.3
3714,3.7
3715,5.0
3716,6.2
3717,1.5
3718,1.9
3719,2.2
3720,2.3
3721,3.8
3722,2.6
3723,2.9
3724,3.4
3725,2.3
3726,3.1
3727,2.7
3728,4.2
3729,4.2
3730,4.7
3731,3.1
3732,3.3
3733,2.9
3734,2.8
3735,3.9
3736,4.1
3737,3.9
3738,4.3
3739,4.5
3740,2.3
3741,2.0
3742,3.3
3743,3.7
3744,2.3
3745,3.8
3746,3.9
3747,4.0
3748,2.9
3749,3.0
3750,3.3
3751,3.1
3752,2.7
3753,3.4
3754,3.3
3755,3.8
3756,3.4
3757,6.5
3758,1.9
3759,3.0
3760,3.1
3761,3.3
3762,3.7
3763,2.9
3764,4.2
3765,5.3
3766,5.2
3767,3.8
3768,3.5
3769,3.0
3770,3.8
3771,2.4
3772,4.2
3773,1.9
3774,3.2
3775,3.0
3776,3.4
3777,2.9
3778,3.1
3779,2.6
3780,2.6
3781,3.5
3782,3.8
3783,1.9
3784,4.6
3785,4.7
3786,2.7
3787,2.4
3788,3.6
3789,3.0
3790,3.6
3791,3.9
3792,3.1
3793,5.8
3794,3.6
3795,3.1
3796,3.2
3797,4.1
3798,2.5
3799,2.9
3800,7.0
3801,3.8
3802,6.0
3803,3.1
3804,3.0
3805,2.9
3806,2.5
3807,3.8
3808,2.0
3809,3.9
3810,4.0
3811,5.3
3812,3.0
3813,2.7
3814,2.4
3815,3.7
3816,3.1
3817,1.7
3818,2.8
3819,3.9
3820,3.2
3821,2.6
3822,3.9
3823,2.8
3824,2.7
3825,2.2
3826,2.8
3827,2.2
3828,2.7
3829,4.3
3830,2.8
3831,2.9
3832,2.5
3833,4.1
3834,4.2
3835,5.3
3836,3.8
3837,3.6
3838,3.0
3839,5.3
3840,2.9
3841,3.1
3842,2.8
3843,3.8
3844,4.3
3845,2.2
3846,3.0
3847,3.9
3848,3.8
3849,2.8
3850,4.1
3851,4.3
3852,4.4
3853,2.8
3854,3.7
3855,3.5
3856,4.0
3857,2.1
3858,2.6
3859,4.1
3860,4.3
3861,3.3
3862,2.9
3863,2.8
3864,3.9
3865,2.5
3866,2.8
3867,2.3
3868,3.0
3869,3.1
3870,1.7
3871,4.0
3872,4.1
3873,3.6
3874,3.1
3875,3.5
3876,3.4
3877,2.0
3878,3.4
3879,4.7
3880,1.9
3881,2.8
3882,3.1
3883,2.5
3884,3.7
3885,3.4
3886,3.1
3887,3.0
3888,2.7
3889,3.4
3890,3.9
3891,2.7
3892,4.3
3893,5.2
3894,5.0
3895,3.2
3896,4.5
3897,5.0
3898,3.2
3899,3.3
3900,4.1
3901,4.2
3902,4.0
3903,2.5
3904,2.6
3905,3.6
3906,3.0
3907,3.1
3908,4.1
3909,4.3
3910,4.0
3911,5.7
3912,2.5
3913,3.5
3914,3.2
3915,2.9
3916,2.7
3917,4.0
3918,3.1
3919,3.2
3920,4.0
3921,5.5
3922,3.5
3923,2.7
3924,4.0
3925,4.3
3926,3.9
3927,3.2
3928,2.3
3929,4.1
3930,4.1
3931,3.9
3932,4.3
3933,2.4
3934,2.4
3935,3.4
3936,2.8
3937,3.5
3938,2.8
3939,2.4
3940,3.5
3941,3.6
3942,2.2
3943,2.4
3944,3.3
3945,3.7
3946,2.0
3947,2.8
3948,3.8
3949,1.9
3950,3.0
3951,2.8
3952,3.7
3953,4.3
3954,4.0
3955,3.6
3956,4.0
3957,3.6
3958,3.4
3959,7.1
3960,2.2
3961,3.6
3962,2.5
3963,2.8
3964,3.0
3965,2.7
3966,4.1
3967,5.8
3968,2.4
3969,3.3
3970,2.8
3971,4.3
3972,3.2
3973,2.8
3974,3.2
3975,2.9
3976,2.4
3977,3.6
3978,3.7
3979,5.9
3980,3.8
3981,2.4
3982,1.9
3983,2.8
3984,3.1
3985,2.5
3986,4.3
3987,2.2
3988,2.8
3989,3.9
3990,2.8
3991,3.4
3992,3.3
3993,3.6
3994,3.4
3995,2.3
3996,5.0
3997,2.8
3998,1.7
3999,4.2
4000,1.9
4001,2.9
4002,4.3
4003,4.2
4004,2.5
4005,2.9
4006,4.8
4007,3.1
4008,4.1
4009,2.8
4010,2.8
4011,2.6
4012,5.3
4013,5.4
4014,4.7
4015,2.2
4016,4.6
4017,2.9
4018,4.7
4019,3.2
4020,4.0
4021,2.8
4022,2.9
4023,3.0
4024,3.1
4025,2.9
4026,2.2
4027,2.8
4028,2.9
4029,2.5
4030,2.6
4031,4.0
4032,3.3
4033,3.2
4034,3.6
4035,5.0
4036,5.4
4037,3.0
4038,4.3
4039,4.0
4040,3.5
4041,2.8
4042,3.5
4043,2.3
4044,3.8
4045,5.1
4046,3.5
4047,2.5
4048,3.5
4049,2.6
4050,2.8
4051,3.8
4052,4.7
4053,2.4
4054,3.0
4055,2.1
4056,3.5
4057,4.9
4058,4.1
4059,4.2
4060,2.5
4061,2.5
4062,2.7
4063,1.9
4064,2.7
4065,3.6
4066,2.9
4067,3.2
4068,4.0
4069,2.6
4070,3.3
4071,5.5
4072,5.3
4073,2.1
4074,3.1
4075,3.8
4076,4.0
4077,3.4
4078,2.8
4079,2.6
4080,3.2
4081,2.6
4082,2.7
4083,2.8
4084,3.5
4085,3.4
4086,5.3
4087,2.7
4088,2.3
4089,3.8
4090,3.7
4091,3.9
4092,3.3
4093,3.7
4094,3.8
4095,4.1
4096,3.6
4097,3.6
4098,2.8
4099,2.2
4100,2.1
4101,2.4
4102,3.7
4103,4.4
4104,4.6
4105,4.6
4106,2.9
4107,3.5
4108,2.8
4109,3.6
4110,2.8
4111,3.5
4112,2.9
4113,5.6
4114,3.2
4115,2.8
4116,4.0
4117,2.4
4118,4.0
4119,3.6
4120,2.7
4121,2.2
4122,2.4
4123,4.2
4124,4.4
4125,4.1
4126,3.2
4127,2.6
4128,3.7
4129,2.7
4130,4.4
4131,3.9
4132,2.9
4133,5.5
4134,2.6
4135,3.9
4136,2.2
4137,1.9
4138,3.2
4139,3.8
4140,2.6
4141,6.3
4142,2.1
4143,2.3
4144,2.2
4145,4.1
4146,2.5
4147,2.8
4148,5.5
4149,3.7
4150,3.4
4151,4.3
4152,3.3
4153,3.0
4154,4.2
4155,4.0
4156,4.3
4157,2.7
4158,1.8
4159,3.0
4160,3.7
4161,2.7
4162,3.1
4163,6.1
4164,3.4
4165,3.2
4166,4.1
4167,2.9
4168,4.8
4169,3.7
4170,3.3
4171,4.2
4172,3.0
4173,3.2
4174,4.4
4175,3.6
4176,4.7
4177,4.2
4178,1.8
4179,2.7
4180,6.7
4181,2.8
4182,4.0
4183,2.1
4184,3.6
4185,4.1
4186,2.6
4187,5.1
4188,4.8
4189,2.7
4190,3.7
4191,3.0
4192,3.6
4193,4.6
4194,3.9
4195,2.3
4196,2.6
4197,5.3
4198,2.2
4199,3.0
4200,2.4
4201,4.2
4202,2.5
4203,2.6
4204,2.5
4205,2.2
4206,2.4
4207,2.7
4208,4.2
4209,3.3
4210,3.6
4211,5.6
4212,4.6
4213,3.7
4214,3.3
4215,2.7
4216,4.8
4217,3.2
4218,3.7
4219,2.4
4220,2.5
4221,1.9
4222,2.8
4223,3.0
4224,5.3
4225,3.6
4226,3.2
4227,2.9
4228,3.4
4229,2.1
4230,2.5
4231,3.4
4232,5.5
4233,2.6
4234,4.6
4235,3.9
4236,4.2
4237,3.2
4238,3.0
4239,3.6
4240,2.2
4241,2.1
4242,4.3
4243,3.0
4244,3.1
4245,1.8
4246,3.7
4247,3.6
4248,3.7
4249,2.7
4250,3.7
4251,3.7
4252,4.9
4253,2.3
4254,3.8
4255,2.8
4256,2.3
4257,3.4
4258,3.5
4259,4.7
4260,4.4
4261,4.1
4262,4.0
4263,4.1
4264,1.7
4265,3.8
4266,2.8
4267,5.0
4268,3.1
4269,3.6
4270,3.4
4271,2.5
4272,2.1
4273,2.6
4274,4.8
4275,4.6
4276,2.6
4277,3.8
4278,3.9
4279,3.2
4280,3.4
4281,3.4
4282,2.9
4283,4.3
4284,3.4
4285,2.5
4286,3.4
4287,4.4
4288,4.2
4289,4.0
4290,2.8
4291,3.6
4292,4.2
4293,3.0
4294,4.8
4295,3.0
4296,2.9
4297,3.0
4298,2.5
4299,2.4
4300,3.4
4301,3.0
4302,2.6
4303,2.3
4304,1.9
4305,2.9
4306,2.9
4307,2.8
4308,3.8
4309,4.1
4310,1.9
4311,2.6
4312,3.0
4313,2.5
4314,3.0
4315,3.9
4316,5.7
4317,2.7
4318,3.6
4319,3.8
4320,3.7
4321,4.8
4322,5.2
4323,3.8
4324,3.6
4325,2.5
4326,2.5
4327,2.6
4328,2.6
4329,3.2
4330,2.7
4331,4.8
4332,4.0
4333,4.8
4334,2.4
4335,2.7
4336,2.6
4337,4.3
4338,2.2
4339,3.8
4340,3.1
4341,4.2
4342,2.1
4343,2.3
4344,2.6
4345,2.9
4346,2.4
4347,5.3
4348,3.7
4349,2.5
4350,3.5
4351,3.9
4352,3.2
4353,2.2
4354,3.7
4355,2.0
4356,2.9
4357,2.7
4358,3.8
4359,3.8
4360,2.7
4361,2.5
4362,4.1
4363,3.6
4364,2.9
4365,2.7
4366,2.3
4367,3.0
4368,3.6
4369,3.6
4370,3.4
4371,5.4
4372,4.2
4373,3.5
4374,2.6
4375,4.9
4376,3.1
4377,3.7
4378,5.0
4379,3.9
4380,2.8
4381,2.7
4382,3.1
4383,3.3
4384,3.3
4385,3.4
4386,5.5
4387,4.0
4388,4.1
4389,3.9
4390,3.8
4391,3.9
4392,3.1
4393,2.6
4394,2.9
4395,3.3
4396,2.5
4397,3.5
4398,3.8
4399,2.9
4400,3.5
4401,2.5
4402,2.6
4403,3.1
4404,2.6
4405,3.4
4406,2.6
4407,3.9
4408,3.9
4409,2.9
4410,4.0
4411,4.7
4412,4.1
4413,3.6
4414,3.3
4415,2.1
4416,3.2
4417,3.3
4418,3.2
4419,3.6
4420,5.1
4421,3.0
4422,1.9
4423,2.4
4424,2.9
4425,3.5
4426,3.4
4427,3.9
4428,3.5
4429,3.7
4430,3.7
4431,2.8
4432,2.6
4433,4.2
4434,3.2
4435,3.1
4436,3.2
4437,3.5
4438,3.3
4439,2.6
4440,3.6
4441,4.8
4442,2.7
4443,3.8
4444,4.0
4445,4.4
4446,3.3
4447,4.4
4448,2.7
4449,3.2
4450,2.7
4451,3.5
4452,2.9
4453,4.0
4454,3.6
4455,2.4
4456,3.7
4457,2.7
4458,3.5
4459,3.6
4460,2.6
4461,3.4
4462,2.7
4463,2.4
4464,5.3
4465,2.0
4466,4.0
4467,3.0
4468,3.2
4469,4.6
4470,2.1
4471,3.7
4472,3.4
4473,5.2
4474,3.0
4475,2.7
4476,3.9
4477,3.4
4478,2.0
4479,3.7
4480,3.9
4481,5.2
4482,5.1
4483,2.6
4484,1.9
4485,5.1
4486,4.1
4487,3.5
4488,3.2
4489,2.7
4490,3.7
4491,1.6
4492,1.9
4493,2.4
4494,3.5
4495,3.2
4496,4.8
4497,2.9
4498,4.6
4499,6.6
4500,2.4
4501,3.8
4502,5.1
4503,2.9
4504,2.1
4505,3.7
4506,2.0
4507,3.8
4508,4.8
4509,2.8
4510,3.5
4511,2.5
4512,4.7
4513,4.8
4514,3.5
4515,3.7
4516,3.0
4517,2.3
4518,4.5
4519,4.3
4520,3.1
4521,3.4
4522,3.9
4523,3.5
4524,3.1
4525,2.5
4526,1.8
4527,3.8
4528,3.6
4529,3.8
4530,3.6
4531,3.0
4532,3.7
4533,5.5
4534,3.1
4535,2.7
4536,2.3
4537,4.8
4538,2.0
4539,2.5
4540,3.5
4541,2.9
4542,4.8
4543,3.4
4544,3.4
4545,2.9
4546,3.8
4547,2.5
4548,4.6
4549,4.1
4550,3.7
4551,3.9
4552,2.7
4553,4.6
4554,3.3
4555,3.9
4556,3.7
4557,1.8
4558,3.9
4559,3.7
4560,3.3
4561,3.7
4562,3.7
4563,3.4
4564,4.5
4565,3.1
4566,3.0
4567,3.3
4568,2.6
4569,4.2
4570,4.9
4571,3.5
4572,3.5
4573,3.2
4574,2.7
4575,4.2
4576,2.3
4577,2.9
4578,4.5
4579,3.7
4580,2.7
4581,2.7
4582,2.8
4583,3.6
4584,3.3
4585,3.5
4586,3.4
4587,2.9
4588,3.3
4589,3.4
4590,3.1
4591,4.8
4592,1.9
4593,3.0
4594,3.6
4595,2.4
4596,3.0
4597,4.2
4598,4.5
4599,3.8
4600,3.7
4601,4.5
4602,3.4
4603,2.5
4604,3.0
4605,3.0
4606,2.2
4607,3.1
4608,3.1
4609,2.8
4610,3.6
4611,2.4
4612,3.2
4613,2.8
4614,3.5
4615,2.8
4616,2.4
4617,2.8
4618,2.6
4619,3.5
4620,3.2
4621,3.2
4622,2.8
4623,3.2
4624,3.0
4625,3.1
4626,3.1
4627,3.1
4628,2.6
4629,3.1
4630,3.8
4631,2.9
4632,3.4
4633,3.8
4634,3.0
4635,3.6
4636,3.0
4637,3.8
4638,1.5
4639,4.3
4640,2.8
4641,3.0
4642,5.2
4643,2.7
4644,2.7
4645,3.5
4646,4.3
4647,4.3
4648,2.7
4649,2.5
4650,4.5
4651,2.4
4652,3.2
4653,2.1
4654,4.4
4655,3.8
4656,2.8
4657,4.1
4658,2.7
4659,3.5
4660,3.9
4661,4.1
4662,3.5
4663,2.7
4664,3.4
4665,2.4
4666,2.1
4667,3.0
4668,2.7
4669,3.7
4670,3.1
4671,2.2
4672,4.5
4673,3.0
4674,3.5
4675,4.3
4676,2.9
4677,4.1
4678,2.8
4679,3.3
4680,3.6
4681,2.8
4682,3.5
4683,2.8
4684,2.6
4685,2.3
4686,2.8
4687,3.4
4688,2.9
4689,6.3
4690,2.1
4691,3.5
4692,3.3
4693,3.0
4694,3.1
4695,3.0
4696,1.9
4697,3.1
4698,2.5
4699,2.9
4700,2.9
4701,2.8
4702,3.5
4703,3.3
4704,3.6
4705,2.6
4706,2.8
4707,3.2
4708,2.9
4709,1.9
4710,3.1
4711,3.0
4712,1.8
4713,3.4
4714,3.5
4715,4.0
4716,4.1
4717,4.4
4718,3.4
4719,2.2
4720,2.8
4721,3.8
4722,3.8
4723,3.8
4724,2.8
4725,3.4
4726,3.3
4727,3.1
4728,2.3
4729,4.3
4730,3.9
4731,1.8
4732,3.8
4733,5.6
4734,3.1
4735,3.4
4736,2.1
4737,3.7
4738,3.7
4739,2.9
4740,2.9
4741,3.6
4742,3.4
4743,2.0
4744,3.1
4745,4.3
4746,4.6
4747,2.0
4748,3.1
4749,4.0
4750,3.9
4751,4.0
4752,4.0
4753,3.8
4754,2.4
4755,4.1
4756,3.1
4757,3.3
4758,4.3
4759,2.6
4760,3.4
4761,3.6
4762,2.5
4763,2.9
4764,3.7
4765,3.2
4766,3.6
4767,4.1
4768,2.2
4769,4.3
4770,2.7
4771,3.8
4772,2.3
4773,3.6
4774,2.5
4775,4.0
4776,6.4
4777,2.9
4778,6.6
4779,2.4
4780,5.8
4781,4.6
4782,3.0
4783,3.2
4784,3.7
4785,3.0
4786,3.0
4787,1.8
4788,4.7
4789,2.2
4790,2.5
4791,4.5
4792,3.2
4793,2.1
4794,2.8
4795,2.8
4796,3.6
4797,3.4
4798,3.6
4799,2.5
4800,3.7
4801,3.1
4802,3.3
4803,3.8
4804,4.8
4805,4.0
4806,3.3
4807,3.1
4808,3.3
4809,4.2
4810,2.6
4811,3.9
4812,3.3
4813,2.1
4814,3.3
4815,3.7
4816,4.1
4817,2.9
4818,2.2
4819,2.5
4820,2.1
4821,3.0
4822,3.1
4823,3.1
4824,2.6
4825,3.9
4826,3.9
4827,4.9
4828,4.7
4829,3.1
4830,3.3
4831,2.6
4832,3.6
4833,3.3
4834,4.0
4835,3.8
4836,4.4
4837,2.3
4838,5.5
4839,5.0
4840,2.5
4841,2.9
4842,2.9
4843,2.4
4844,3.0
4845,2.4
4846,3.4
4847,5.8
4848,2.9
4849,2.8
4850,3.6
4851,2.5
4852,6.1
4853,3.1
4854,2.6
4855,5.1
4856,2.9
4857,4.2
4858,3.3
4859,3.4
4860,3.9
4861,2.5
4862,2.4
4863,3.4
4864,2.5
4865,2.7
4866,2.5
4867,2.5
4868,1.9
4869,2.4
4870,3.3
4871,2.4
4872,3.7
4873,3.1
4874,2.5
4875,2.1
4876,3.2
4877,4.6
4878,3.4
4879,3.1
4880,2.5
4881,3.6
4882,1.9
4883,4.9
4884,3.6
4885,2.6
4886,3.3
4887,3.3
4888,2.3
4889,2.8
4890,5.0
4891,3.7
4892,5.1
4893,4.0
4894,3.1
4895,2.0
4896,3.4
4897,3.3
4898,2.9
4899,4.5
4900,3.3
4901,3.0
4902,2.7
4903,3.7
4904,2.0
4905,4.0
4906,1.8
4907,4.5
4908,2.4
4909,2.6
4910,3.9
4911,6.6
4912,3.0
4913,3.9
4914,2.3
4915,3.5
4916,2.7
4917,2.9
4918,3.3
4919,3.7
4920,2.9
4921,5.1
4922,2.9
4923,3.1
4924,4.1
4925,4.7
4926,1.8
4927,2.8
4928,2.8
4929,3.6
4930,3.5
4931,4.3
4932,3.0
4933,3.3
4934,2.0
4935,6.1
4936,1.8
4937,2.1
4938,2.9
4939,4.3
4940,5.3
4941,2.8
4942,2.7
4943,2.6
4944,3.1
4945,3.4
4946,2.9
4947,3.2
4948,3.8
4949,4.2
4950,3.5
4951,2.2
4952,3.8
4953,3.6
4954,4.1
4955,3.7
4956,4.1
4957,3.7
4958,3.3
4959,3.4
4960,3.2
4961,4.4
4962,5.4
4963,4.9
4964,2.7
4965,3.9
4966,3.6
4967,2.3
4968,2.8
4969,3.1
4970,4.2
4971,1.7
4972,2.1
4973,3.3
4974,4.0
4975,3.4
4976,3.0
4977,3.1
4978,4.5
4979,2.1
4980,2.7
4981,5.6
4982,3.6
4983,3.0
4984,4.6
4985,2.3
4986,2.9
4987,3.9
4988,2.4
4989,3.2
4990,2.8
4991,4.2
4992,2.9
4993,2.3
4994,3.4
4995,3.6
4996,2.6
4997,3.4
